RID,GENERIC_CASE_ID,GENERIC_OFFENDER_ID,CHARGE_NUMBER,SENTENCE_YEAR,RACE,GENDER,AGE_GROUP,OFFENSE,OFFENSE_TYPE,HOMICIDE_TYPE,OFFENSE_SEVERITY_GROUP,SENTENCE_TYPE,SENTENCE_IMPOSED_MONTHS,SENTENCE_SUSPENDED_MONTHS,SENTENCE_TO_SERVE_MONTHS,SENTENCE_PROBATION_MONTHS,VVCA_AMT,FINE_AMT,RESTITUTION_AMT,FINE_SUSPENDED_AMT,GIS_ID,CREATED,EDITED,Normal_Age
16618,1636750,4681106,2,2012,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,12,11,1,18,250,,,,Felony_Sentences_15995,,,20
16619,5071989,8533103,1,2012,Other or Unknown,M,31-40,Distribution Of a Controlled Substance,Drug,,D2,Probation,12,12,0,12,100,,,,Felony_Sentences_15996,,,32
16620,5371279,615695,4,2012,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,450,,,,Felony_Sentences_15997,,,37
16621,7134548,3614412,1,2012,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,18,16,2,12,100,0,0,0,Felony_Sentences_15998,,,27
16622,6317536,3921714,1,2012,Black,M,41-50,Murder I,Homicide,Murder I,M1,Incarceration,360,0,360,0,100,0,0,0,Felony_Sentences_15999,,,47
16623,7526125,5647142,2,2012,Black,M,41-50,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,9,9,0,12,100,0,0,0,Felony_Sentences_16000,,,46
17178,1256512,9849405,1,2012,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,18,12,6,12,100,,,,Felony_Sentences_16001,,,35
17179,4752140,5969960,1,2012,Black,M,31-40,Felon in Possession,Weapon,,M7,Incarceration,34,0,34,0,100,,,,Felony_Sentences_16002,,,34
17180,1245645,2266970,1,2012,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,30,0,30,0,100,,,,Felony_Sentences_16003,,,25
17181,924533,5170451,1,2012,Other or Unknown,M,31-40,First Degree Child Sex Abuse,Sex,,M3,Incarceration,180,0,180,0,100,,,,Felony_Sentences_16004,,,37
17182,9683815,7005016,1,2012,Black,F,22-30,Aggravated Assault Knowingly,Violent,,M6,Long Split,18,10,8,18,100,,,,Felony_Sentences_16005,,,24
17183,58732,4224297,1,2012,Black,M,31-40,Assault On A Police Officer,Violent,,M7,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_16006,,,35
17184,815284,9767917,1,2012,Black,F,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,9,9,0,12,100,0,0,0,Felony_Sentences_16007,,,18
17185,47073,6922469,1,2012,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,14,8,6,12,100,,,,Felony_Sentences_16008,,,47
17186,6340135,2683417,1,2012,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,18,15,3,24,100,,,,Felony_Sentences_16009,,,19
17187,7850448,2155019,1,2012,Black,M,18-21,Burglary Two,Property,,M7,Incarceration,24,0,24,0,100,,,,Felony_Sentences_16010,,,19
17188,8570249,4931593,1,2012,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Short Split,14,8,6,12,100,,,,Felony_Sentences_16011,,,46
17189,5086350,2929073,1,2012,White,M,31-40,Assault On A Police Officer,Violent,,M5,Incarceration,84,0,84,0,100,0,0,0,Felony_Sentences_16012,,,38
17190,5086350,2929073,5,2012,White,M,31-40,Destruction of Property $1000 or More,Property,,M8,Incarceration,22,0,22,0,100,0,0,0,Felony_Sentences_16013,,,35
17191,9654449,4860000,3,2012,Black,M,51-60,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,18,18,1,24,450,,,,Felony_Sentences_16014,,,54
17192,7515944,8154839,3,2012,Black,M,22-30,Second Degree Child Sex Abuse,Sex,,M6,Incarceration,108,0,108,0,500,0,0,0,Felony_Sentences_16015,,,25
17193,7515944,8154839,4,2012,Black,M,22-30,First Degree Child Sex Abuse,Sex,,M3,Life,,,,,500,0,0,0,Felony_Sentences_16016,,,25
17194,7515944,8154839,6,2012,Black,M,31-40,First Degree Child Sex Abuse,Sex,,M3,Life,,,,,500,0,0,0,Felony_Sentences_16017,,,34
17195,7515944,8154839,16,2012,Black,M,31-40,First Degree Child Sex Abuse,Sex,,M3,Life,,,,,500,0,0,0,Felony_Sentences_16018,,,34
17196,7515944,8154839,17,2012,Black,M,31-40,First Degree Child Sex Abuse,Sex,,M3,Life,,,,,500,0,0,0,Felony_Sentences_16019,,,33
17197,638633,7362651,1,2012,Other or Unknown,M,31-40,Third Degree Sex Abuse- Force,Sex,,M7,Probation,18,18,0,24,100,0,0,0,Felony_Sentences_16020,,,35
17198,638633,7362651,2,2012,Other or Unknown,M,31-40,Third Degree Sex Abuse- Force,Sex,,M8,Probation,18,18,0,24,100,0,0,0,Felony_Sentences_16021,,,33
17199,5014662,2985030,1,2012,Black,M,51-60,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,12,12,0,18,100,0,0,0,Felony_Sentences_16022,,,54
17200,8767006,9696308,1,2012,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M8,Short Split,12,6,6,12,100,,,,Felony_Sentences_16023,,,19
17201,3257742,3330809,1,2012,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,100,0,0,0,Felony_Sentences_16024,,,27
17202,1608253,1423266,3,2012,Black,M,18-21,Robbery,Violent,,M8,Long Split,24,14,10,24,100,,,,Felony_Sentences_16025,,,20
17203,2934002,3442385,3,2012,Black,M,22-30,Offenses Committed During Release,Other,,M9,Probation,6,6,0,18,100,,,,Felony_Sentences_16026,,,25
17204,5482980,8916828,1,2012,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,24,24,0,18,100,,,,Felony_Sentences_16027,,,36
17205,8032242,8455190,1,2012,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,12,12,0,12,100,0,0,0,Felony_Sentences_16028,,,19
17206,7128480,7084793,1,2012,Black,M,18-21,Robbery,Violent,,M8,Incarceration,10,0,10,0,100,,,,Felony_Sentences_16029,,,20
17207,9199930,4460376,2,2012,White,M,18-21,Kidnapping,Violent,,M8,Incarceration,20,0,20,0,450,,,,Felony_Sentences_16030,,,20
17208,4011253,1133018,1,2012,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,10,0,10,0,100,,,,Felony_Sentences_16031,,,44
17209,4092177,7289417,1,2012,Black,M,22-30,Robbery,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_16032,,,25
17210,7515761,5537598,1,2012,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_16033,,,45
17211,506073,678566,1,2012,Black,M,,Attempt to Commit Robbery,Violent,,M8,Probation,6,6,0,18,100,0,0,0,Felony_Sentences_16034,,,0
17212,7021274,3084931,1,2012,Black,M,22-30,Assault W/I to Kill,Violent,,M5,Incarceration,90,0,90,0,100,,,,Felony_Sentences_16035,,,26
17213,9656098,4541903,1,2012,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,24,0,24,0,100,,,,Felony_Sentences_16036,,,24
17214,9792672,6766155,2,2012,Black,M,18-21,Burglary One,Property,,M3,Incarceration,90,0,90,0,100,,,,Felony_Sentences_16037,,,19
17215,9792672,6766155,3,2012,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,,Felony_Sentences_16038,,,18
18034,4565048,3676981,2,2012,Black,M,51-60,Second Degree Child Sex Abuse,Sex,,M6,Incarceration,60,0,60,0,100,0,0,0,Felony_Sentences_16039,,,55
18035,3938847,4088534,1,2012,Black,M,18-21,Poss W/I to Dist Marijuana-Fel,Drug,,D4,Probation,12,12,0,12,100,0,0,0,Felony_Sentences_16040,,,19
18036,1935480,4410520,1,2012,Other or Unknown,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D4,Short Split,18,14,4,12,100,0,0,0,Felony_Sentences_16041,,,24
18037,314689,2980769,1,2012,Black,M,51-60,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,48,0,48,0,100,0,0,0,Felony_Sentences_16042,,,54
18038,1913655,3777847,1,2012,Black,M,51-60,Assault With A Dangerous Weapon,Violent,,M6,Long Split,40,28,12,24,100,,,,Felony_Sentences_16043,,,55
18039,1335657,7355597,1,2012,Other or Unknown,M,18-21,Second Degree Child Sex Abuse,Sex,,M8,Short Split,20,20,1,0,100,,,,Felony_Sentences_16044,,,18
18040,3455867,3667434,2,2012,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,12,0,12,0,100,0,0,0,Felony_Sentences_16045,,,26
18041,9242880,2802199,2,2012,Black,M,51-60,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,30,0,30,0,100,,,,Felony_Sentences_16046,,,56
18042,1392712,9847641,1,2012,Black,M,31-40,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,38,0,38,0,100,,,,Felony_Sentences_16047,,,35
18043,7184499,3701264,1,2012,Black,M,22-30,Burglary Two,Property,,M8,Incarceration,20,0,20,0,100,0,0,0,Felony_Sentences_16048,,,23
18044,4383992,3417589,1,2012,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,15,0,15,0,450,,,,Felony_Sentences_16049,,,19
18045,580417,9779885,1,2012,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,12,0,12,0,100,0,0,0,Felony_Sentences_16050,,,24
18046,7738204,642779,2,2012,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,20,0,20,0,100,0,0,0,Felony_Sentences_16051,,,27
18047,8095731,9040045,1,2012,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,450,0,0,0,Felony_Sentences_16052,,,27
18048,8095731,9040045,2,2012,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,12,0,12,0,350,0,0,0,Felony_Sentences_16053,,,27
18049,3525757,3820037,1,2012,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Incarceration,24,0,24,18,100,0,0,0,Felony_Sentences_16054,,,19
18050,7612414,5926638,1,2012,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Incarceration,15,0,15,0,100,,,,Felony_Sentences_16055,,,19
18051,4894856,2753142,2,2012,Other or Unknown,M,18-21,Burglary Two,Property,,M7,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_16056,,,19
18052,5004373,6213332,1,2012,Black,F,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,6,6,1,12,100,0,0,0,Felony_Sentences_16057,,,27
18053,757900,4106175,1,2012,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,750,,,,Felony_Sentences_16058,,,42
18054,1506196,1085782,1,2012,Black,M,31-40,Prison Breach,Other,,M9,Incarceration,7,0,7,0,100,,,,Felony_Sentences_16059,,,34
18055,461246,743426,1,2012,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,15,13,2,12,100,,,,Felony_Sentences_16060,,,26
18056,5604220,689953,1,2012,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,27,0,27,0,750,0,0,0,Felony_Sentences_16061,,,47
18057,4097077,6698746,1,2012,White,M,61-70,Carry Pistol Outside Home/Business,Weapon,,M8,Probation,9,9,0,12,100,0,0,0,Felony_Sentences_16062,,,66
18058,6421302,6722231,1,2012,Other or Unknown,F,41-50,Fraud 2nd Degree $1000 or More (Felony),Other,,M9,Probation,9,9,0,60,100,,"24,698",,Felony_Sentences_16063,,,45
18059,4819443,8042434,1,2012,Black,M,41-50,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,16,0,16,0,100,0,0,0,Felony_Sentences_16064,,,43
18060,8997664,7826256,1,2012,Black,M,31-40,Threat to Kidnap or Injure a Person,Violent,,M8,Long Split,32,18,14,18,100,0,0,0,Felony_Sentences_16065,,,36
18061,6128360,1599774,1,2012,Black,M,61-70,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,8,8,1,12,100,,,,Felony_Sentences_16066,,,65
18062,5417839,4732184,1,2012,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,10,0,10,0,100,0,0,0,Felony_Sentences_16067,,,19
18063,5519664,5443648,1,2012,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,10,0,10,0,100,,,,Felony_Sentences_16068,,,34
18064,7856912,6652555,2,2012,Black,M,22-30,Robbery,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_16069,,,26
18065,7168019,9789281,1,2012,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,6,0,6,0,100,,,,Felony_Sentences_16070,,,26
18066,4067306,8004754,2,2012,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,18,0,18,0,100,0,0,0,Felony_Sentences_16071,,,29
18067,4884090,2344424,1,2012,Black,M,18-21,Burglary Two,Property,,M8,Incarceration,10,0,10,0,100,,,,Felony_Sentences_16072,,,19
18068,3813125,5243308,1,2012,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M8,Long Split,24,14,10,24,100,0,0,0,Felony_Sentences_16073,,,18
16036,9914609,1608375,1,2012,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,8,8,1,18,100,0,0,0,Felony_Sentences_16074,,,20
16037,1816222,9962522,1,2012,Black,M,18-21,Robbery,Violent,,M5,Incarceration,18,0,18,0,450,,,,Felony_Sentences_16075,,,19
16038,1816222,9962522,2,2012,Black,M,18-21,Conspiracy,Other,,M9,Incarceration,12,0,12,0,450,,,,Felony_Sentences_16076,,,19
16039,6227681,9728256,1,2012,Black,M,18-21,Unarmed Carjacking,Violent,,M5,Incarceration,84,0,84,0,100,,,,Felony_Sentences_16077,,,19
16040,5291723,2890242,1,2012,Other or Unknown,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,,,,Felony_Sentences_16078,,,56
16041,5009103,999134,1,2012,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,100,,,,Felony_Sentences_16079,,,25
16042,4069654,7518222,1,2012,Black,M,22-30,Burglary One,Property,,M5,Incarceration,90,0,90,0,100,0,0,0,Felony_Sentences_16080,,,27
16043,4813269,2866837,7,2012,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,24,24,0,36,150,,,,Felony_Sentences_16081,,,19
16044,5819012,9128199,1,2012,Black,M,18-21,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,12,0,12,0,450,,,,Felony_Sentences_16082,,,19
16045,2550671,502127,1,2012,Black,F,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Short Split,14,11,3,18,100,,,,Felony_Sentences_16083,,,36
16046,5445920,6489158,1,2012,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,0,0,0,Felony_Sentences_16084,,,34
16047,3107186,2693377,1,2012,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,36,30,6,12,100,0,0,0,Felony_Sentences_16085,,,27
16048,3107186,2693377,3,2012,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,24,24,1,12,100,0,0,0,Felony_Sentences_16086,,,24
16049,5005398,2214332,1,2012,Black,M,22-30,Robbery,Violent,,M5,Incarceration,24,0,24,0,450,0,0,0,Felony_Sentences_16087,,,28
16050,798742,9199012,1,2012,Black,M,41-50,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,12,12,0,24,100,,,,Felony_Sentences_16088,,,43
16051,3711571,5859322,2,2012,Other or Unknown,M,22-30,Obstruction Justice (Harassment - Arrest),Other,,M5,Probation,36,36,0,12,100,0,0,0,Felony_Sentences_16089,,,26
16052,9223271,9991117,1,2012,Black,F,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Short Split,18,12,6,24,100,,,,Felony_Sentences_16090,,,36
16053,6110840,5680512,1,2012,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,14,11,3,12,100,0,0,0,Felony_Sentences_16091,,,44
16054,8202386,6042260,13,2012,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0,Felony_Sentences_16092,,,19
16055,8202386,6042260,14,2012,Black,M,18-21,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0,Felony_Sentences_16093,,,19
16056,8202386,6042260,18,2012,Black,M,18-21,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0,Felony_Sentences_16094,,,19
16057,9868964,1357786,1,2012,Black,F,22-30,Assault With A Dangerous Weapon,Violent,,M6,Short Split,18,15,3,24,350,,,,Felony_Sentences_16095,,,24
16058,9868964,1357786,3,2012,Black,F,22-30,Destruction of Property $1000 or More,Property,,M8,Life,,,,,350,,,,Felony_Sentences_16096,,,29
16059,7359585,4018061,1,2012,Other or Unknown,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,18,18,0,18,100,0,0,0,Felony_Sentences_16097,,,24
16060,7402028,5396177,1,2012,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,18,18,0,36,100,,,,Felony_Sentences_16098,,,37
16061,9651009,8934597,1,2012,Black,M,51-60,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_16099,,,53
16062,4067041,8990646,3,2012,Black,M,18-21,First Degree Child Sex Abuse,Sex,,M3,Incarceration,168,0,168,0,500,,,,Felony_Sentences_16100,,,19
16063,325479,7713046,1,2012,White,F,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,12,12,0,24,100,,,,Felony_Sentences_16101,,,19
16064,8071091,9392074,1,2012,Black,M,22-30,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M4,Incarceration,132,0,132,0,100,,,,Felony_Sentences_16102,,,26
16065,5916316,2724334,1,2012,Other or Unknown,M,22-30,Robbery,Violent,,M6,Incarceration,60,0,60,0,100,,,,Felony_Sentences_16103,,,24
16066,5916316,2724334,2,2012,Other or Unknown,M,22-30,Obstruction Justice (Due Administration),Other,,M5,Incarceration,60,0,60,0,100,,,,Felony_Sentences_16104,,,25
16067,6086996,2157787,1,2012,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D4,Incarceration,10,0,10,0,100,,,,Felony_Sentences_16105,,,28
16068,8951659,1177966,1,2012,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,36,0,36,0,100,,,,Felony_Sentences_16106,,,25
16069,8951659,1177966,2,2012,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,36,0,36,0,100,,,,Felony_Sentences_16107,,,28
16070,3808855,3126696,2,2012,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Probation,6,6,0,12,100,0,0,0,Felony_Sentences_16108,,,19
16071,2327716,4713701,1,2012,Black,F,22-30,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,10,0,10,0,100,,,,Felony_Sentences_16109,,,26
16624,9442377,8710874,1,2012,Black,M,51-60,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,60,0,60,0,100,0,0,0,Felony_Sentences_16110,,,54
16625,9442377,8710874,2,2012,Black,M,51-60,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,72,0,72,0,100,0,0,0,Felony_Sentences_16111,,,56
16626,8154085,6605575,1,2012,Other or Unknown,F,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,3,3,0,12,100,,,,Felony_Sentences_16112,,,35
16627,9861676,3080186,1,2012,Black,M,31-40,Receiving Stolen Property $1000 or More,Property,,M9,Incarceration,12,0,12,0,100,0,0,0,Felony_Sentences_16113,,,36
16628,9861676,3080186,2,2012,Black,M,31-40,Unauthorized Use of A Vehicle - Prior Conviction,Property,,M8,Incarceration,34,0,34,0,100,0,0,0,Felony_Sentences_16114,,,36
16629,1940618,6363050,1,2012,Black,M,18-21,Burglary Two,Property,,M7,Incarceration,24,0,24,0,100,,,,Felony_Sentences_16115,,,19
16630,9842978,9127116,2,2012,Black,M,22-30,Theft First Degree,Property,,M8,Short Split,12,11,1,0,100,,,,Felony_Sentences_16116,,,24
16631,7982758,9663792,1,2012,White,M,31-40,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,18,0,18,0,100,0,0,0,Felony_Sentences_16117,,,34
16632,6283076,8705312,2,2012,Black,M,18-21,Theft First Degree,Property,,M8,Incarceration,18,0,18,0,100,,,,Felony_Sentences_16118,,,20
16633,6683953,8982929,1,2012,White,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Long Split,36,26,10,18,100,,,,Felony_Sentences_16119,,,21
16634,6045769,6611402,2,2012,White,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Short Split,12,11,1,12,100,0,656,0,Felony_Sentences_16120,,,26
16635,730043,2117807,1,2012,Other or Unknown,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,18,12,6,12,100,,,,Felony_Sentences_16121,,,19
16636,5460557,7331316,1,2012,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,12,100,,,,Felony_Sentences_16122,,,25
16637,2647787,7986358,1,2012,Black,M,18-21,Robbery,Violent,,M6,Incarceration,48,0,48,0,100,,,,Felony_Sentences_16123,,,19
16638,2647787,7986358,5,2012,Black,M,18-21,Flee Law Enforcement Officer,Other,,M8,Incarceration,20,0,20,0,100,,,,Felony_Sentences_16124,,,18
16639,872458,593613,1,2012,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D2,Short Split,12,12,1,12,100,0,0,0,Felony_Sentences_16125,,,19
16640,7390145,7206126,1,2012,Black,M,31-40,Kidnapping,Violent,,M5,Incarceration,108,0,108,0,100,0,0,0,Felony_Sentences_16126,,,36
16641,7390145,7206126,2,2012,Black,M,31-40,First Degree Sex Abuse- Force,Sex,,M2,Incarceration,408,0,408,0,100,0,0,0,Felony_Sentences_16127,,,36
16642,7390145,7206126,3,2012,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,32,0,32,0,100,0,0,0,Felony_Sentences_16128,,,32
16643,6087976,25906,1,2012,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,36,0,36,0,100,,,,Felony_Sentences_16129,,,56
16644,6699183,7954679,3,2012,Black,M,22-30,Robbery,Violent,,M5,Incarceration,54,0,54,0,100,,,,Felony_Sentences_16130,,,24
16645,997865,8563299,1,2012,Black,M,18-21,Prison Breach,Other,,M9,Incarceration,5,0,5,0,100,,,,Felony_Sentences_16131,,,19
16646,2769075,9285741,1,2012,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Short Split,26,20,6,12,100,0,0,0,Felony_Sentences_16132,,,28
16647,8392262,7760868,1,2012,Black,M,22-30,Prisoner Escape,Other,,M9,Incarceration,6,0,6,0,100,,,,Felony_Sentences_16133,,,24
16648,1641103,2145586,1,2012,Black,M,31-40,Robbery,Violent,,M5,Incarceration,96,0,96,0,100,,80,,Felony_Sentences_16134,,,34
16649,6304033,1571427,1,2012,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,14,14,0,16,100,,,,Felony_Sentences_16135,,,34
16650,6384438,8683456,2,2012,Black,M,51-60,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,66,0,66,0,"1,500",0,0,0,Felony_Sentences_16136,,,55
16651,207125,6979735,2,2012,Black,M,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,36,0,36,0,"2,500",0,0,0,Felony_Sentences_16137,,,38
16652,207125,6979735,3,2012,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,84,0,84,0,"2,500",0,0,0,Felony_Sentences_16138,,,35
16653,1472958,8786088,1,2012,Black,F,22-30,Theft First Degree,Property,,M8,Short Split,18,14,4,60,100,0,"25,093",0,Felony_Sentences_16139,,,28
16654,4104764,8437053,1,2012,Black,M,18-21,Carry Dangerous Weapon -Gun,Weapon,,M8,Short Split,18,18,1,24,100,,,,Felony_Sentences_16140,,,19
16655,1182960,4640512,1,2012,Black,M,51-60,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,26,0,26,0,100,0,0,0,Felony_Sentences_16141,,,55
16656,9415431,8007510,2,2012,Black,M,18-21,Robbery,Violent,,M6,Long Split,36,21,15,24,100,,,,Felony_Sentences_16142,,,18
16657,6724734,4455534,1,2012,Black,F,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,9,0,9,0,100,0,0,0,Felony_Sentences_16143,,,35
16658,8734525,5503632,1,2012,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,6,6,0,12,100,,,,Felony_Sentences_16144,,,34
16659,2239953,9451630,1,2012,Black,M,15-17,Attempt to Commit Robbery,Violent,,M8,Short Split,12,6,6,18,100,,,,Felony_Sentences_16145,,,15
16660,2924160,482247,1,2012,Other or Unknown,M,22-30,Aggravated Assault Knowingly,Violent,,M6,Incarceration,18,0,18,0,100,,,,Felony_Sentences_16146,,,24
17216,1696711,3619180,1,2012,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,12,8,4,12,100,,,,Felony_Sentences_16147,,,27
17217,3527369,404606,1,2012,Black,M,41-50,Unlawful Possession of Liquid PCP,Drug,,D3,Long Split,18,9,9,12,100,0,0,0,Felony_Sentences_16148,,,45
17218,9286090,8761111,1,2012,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,18,100,0,0,0,Felony_Sentences_16149,,,20
17219,6029994,8522399,2,2012,Black,M,18-21,Robbery,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0,Felony_Sentences_16150,,,19
17220,6029994,8522399,8,2012,Black,M,18-21,Robbery,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0,Felony_Sentences_16151,,,19
17221,6029994,8522399,9,2012,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0,Felony_Sentences_16152,,,20
17222,6029994,8522399,18,2012,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_16153,,,19
17223,6227967,356815,1,2012,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,18,18,1,18,100,0,0,0,Felony_Sentences_16154,,,25
17224,3125433,5768209,2,2012,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Probation,12,12,0,12,100,,,,Felony_Sentences_16155,,,19
17225,8986569,176261,1,2012,Black,M,22-30,Robbery,Violent,,M8,Incarceration,20,0,20,0,100,,,,Felony_Sentences_16156,,,27
17226,1280033,5321239,1,2012,Other or Unknown,F,22-30,Second Degree Cruelty to Children,Other,,M8,Probation,12,12,0,18,100,,,,Felony_Sentences_16157,,,27
